厂商id,年,月份,厂商名称,品牌id,子品牌id,子品牌名称,销量,页码,dt
337,2021,10,金康赛力斯,337,3202,赛力斯SF5,1926,4,20230112
259,2021,10,北汽新能源,259,3411,北汽新能源EC5,1302,4,20230112
264,2021,10,凯翼,264,3899,炫界,1261,4,20230112
276,2021,10,广汽菲亚特克莱斯勒,276,2706,指南者,841,4,20230112
4,2021,10,大众（进口）,4,356,途锐,1597,4,20230112
461,2021,10,上汽集团,461,4104,飞凡ER6,1280,5,20230112
22,2021,10,丰田（进口）,22,862,埃尔法,1233,5,20230112
202,2021,10,AMG,202,2158,AMG GLE,374,5,20230112
439,2021,10,吉麦新能源,439,4040,凌宝BOX,1234,5,20230112
44,2021,10,斯巴鲁,44,229,森林人,902,5,20230112
93,2021,10,MINI,93,403,MINI,764,5,20230112
200,2021,10,东风小康,200,804,小康K01,558,5,20230112
285,2021,10,奇瑞捷豹,285,2554,捷豹XFL,701,5,20230112
91,2021,10,Jeep,91,502,牧马人,494,5,20230112
269,2021,10,东风英菲尼迪,269,2149,英菲尼迪QX50,617,5,20230112
467,2021,10,御捷新能源,467,4351,朋克多多,588,5,20230112
450,2021,10,岚图汽车,450,4236,岚图FREE,801,5,20230112
434,2021,10,睿蓝汽车,434,4154,枫叶80v,689,5,20230112
143,2021,10,长安铃木,143,1983,启悦,681,5,20230112
59,2021,10,玛莎拉蒂,59,1182,Levante,395,5,20230112
290,2021,10,SWM斯威汽车,290,2605,SWM斯威X7,260,5,20230112
398,2021,10,中国重汽VGV,398,3802,VGV U70,456,5,20230112
381,2021,10,华人运通,381,3608,高合HiPhi X,504,5,20230112
395,2021,10,东风本田,395,4183,东风本田M-NV,470,5,20230112
283,2021,10,广汽讴歌,283,3149,讴歌RDX,234,5,20230112
90,2021,10,江淮汽车,90,2806,江淮iEV6E,150,6,20230112
311,2021,10,北汽新能源,311,4129,ARCFOX αS,268,6,20230112
203,2021,10,野马汽车,203,3382,博骏,339,6,20230112
295,2021,10,江铃集团新能源,295,3358,易至EV3,367,6,20230112
225,2021,10,腾势,225,3628,腾势X PHEV,400,6,20230112
53,2021,10,东南,53,3581,东南DX5,221,6,20230112
36,2021,10,林肯,36,257,林肯领航员,295,6,20230112
347,2021,10,神龙汽车,347,3292,富康ES500,296,6,20230112
70,2021,10,捷豹,70,1798,捷豹F-PACE,318,6,20230112
399,2021,10,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,345,6,20230112
88,2021,10,一汽海马,88,3142,海马7X,299,6,20230112
64,2021,10,宾利,64,1402,添越,90,6,20230112
235,2021,10,宝马M,235,1769,宝马M4,100,6,20230112
329,2021,10,江淮大众,329,3129,思皓E20X,269,6,20230112
328,2021,10,新特汽车,328,3110,SITECH DEV 1,242,6,20230112
110,2021,10,北汽制造,110,27,战旗,121,6,20230112
447,2021,10,创维汽车,447,4440,创维汽车ET5,167,6,20230112
473,2021,10,极氪,473,4373,ZEEKR 001,156,6,20230112
325,2021,10,Polestar,325,3363,Polestar 2,151,6,20230112
214,2021,10,海马汽车,214,3091,海马8S,79,6,20230112
210,2021,10,广汽本田,210,3240,广汽本田VE-1,125,7,20230112
25,2021,10,福特（进口）,25,657,Mustang,121,7,20230112
42,2021,10,阿尔法-罗密欧,42,2654,Giulia,63,7,20230112
41,2021,10,劳斯莱斯,41,2447,库里南,46,7,20230112
432,2021,10,大运汽车,432,4080,远志M1,54,7,20230112
326,2021,10,爱驰,326,3101,爱驰U5,98,7,20230112
289,2021,10,驭胜,289,865,驭胜S350,98,7,20230112
331,2021,10,广汽丰田,331,3580,广汽丰田iA5,95,7,20230112
355,2021,10,广汽本田,355,4246,绎乐,94,7,20230112
45,2021,10,现代（进口）,45,3560,帕里斯帝,74,7,20230112
227,2021,10,观致,227,4039,观致7,69,7,20230112
234,2021,10,Audi Sport,234,1453,奥迪RS 5,25,7,20230112
274,2021,10,宝沃,274,2301,宝沃BX7,43,7,20230112
262,2021,10,江西五十铃,262,2119,五十铃mu-X牧游侠,68,7,20230112
459,2021,10,摩登汽车,459,4211,Modern in,67,7,20230112
186,2021,10,福田汽车,186,3537,风景G5,64,7,20230112
278,2021,10,东风汽车,278,3862,俊风EV30,43,7,20230112
29,2021,10,阿斯顿·马丁,29,3559,DBX,44,7,20230112
97,2021,10,英菲尼迪(进口),97,1787,QX60（进口）,61,7,20230112
303,2021,10,云度,303,2849,云度π1,45,7,20230112
348,2021,10,天际汽车,348,3302,天际ME7,44,8,20230112
193,2021,10,开瑞汽车,193,2669,开瑞K60,44,8,20230112
480,2021,10,华晨新日 ,480,4487,华晨新日i03,51,8,20230112
465,2021,10,雷诺 江铃集团,465,4291,羿,43,8,20230112
217,2021,10,DS汽车,217,3061,DS 7,17,8,20230112
307,2021,10,长安跨越,307,2871,长安V3,42,8,20230112
367,2021,10,国机智骏,367,3467,国机智骏GC1,33,8,20230112
66,2021,10,兰博基尼,66,1385,Urus,27,8,20230112
185,2021,10,一汽吉林,185,3912,森雅R8,30,8,20230112
9,2021,10,克莱斯勒（进口）,9,3082,大捷龙混动,20,8,20230112
37,2021,10,法拉利,37,3373,法拉利F8,13,8,20230112
50,2021,10,北汽昌河,50,2077,昌河M50,9,8,20230112
384,2021,10,合创,384,3822,合创007,15,8,20230112
229,2021,10,迈凯伦,229,3572,迈凯伦GT,13,8,20230112
246,2021,10,福汽新龙马,246,2303,启腾EX80,11,8,20230112
232,2021,10,特斯拉,232,1862,特斯拉Model X,8,8,20230112
87,2021,10,陆风汽车,87,3398,陆风荣曜,9,8,20230112
280,2021,10,汉腾汽车,280,3313,幸福e+,5,8,20230112
169,2021,10,众泰,169,3497,众泰TS5,5,8,20230112
201,2021,10,九龙汽车,201,2039,艾菲,4,8,20230112
478,2021,10,恒润汽车,478,4462,恒润HRS1,4,9,20230112
163,2021,10,昌河铃木,163,1656,北斗星X5,3,9,20230112
20,2021,10,三菱（进口）,20,509,帕杰罗（进口）,3,9,20230112
63,2021,10,日产（进口）,63,277,途乐,2,9,20230112
80,2021,10,猎豹汽车,80,2978,猎豹CS9 EV,2,9,20230112
437,2021,10,开沃汽车,437,4035,开沃D07,2,9,20230112
375,2021,10,赛麟,375,3539,迈迈,2,9,20230112
154,2021,10,路特斯,154,1158,路特斯Evora,1,9,20230112
170,2021,10,力帆汽车,170,3266,力帆820EV,1,9,20230112
472,2021,10,东风汽车,472,4345,东风新能源EX1,1,9,20230112
390,2021,10,汉龙汽车,390,3664,旷世,1,9,20230112
342,2021,10,大乘汽车,342,3236,大乘G60s,1,9,20230112
455,2021,10,速达,455,4165,速达SA01,1,9,20230112
40,2021,11,上汽大众,40,549,朗逸,33922,1,20230112
89,2021,11,比亚迪,89,4213,宋PLUS DM-i,13024,1,20230112
127,2021,11,上汽通用五菱,127,4030,宏光MINIEV,38379,1,20230112
198,2021,11,吉利汽车,198,2017,吉利帝豪,12834,1,20230112
55,2021,11,长安,55,3813,长安CS55 PLUS,17049,1,20230112
94,2021,11,东风日产,94,428,轩逸,37332,1,20230112
30,2021,11,一汽-大众,30,410,速腾,18328,1,20230112
175,2021,11,广汽丰田,175,406,凯美瑞,23008,1,20230112
75,2021,11,广汽本田,75,86,雅阁,22256,1,20230112
76,2021,11,一汽丰田,76,492,卡罗拉,20667,1,20230112
135,2021,11,东风本田,135,395,思域,17542,1,20230112
58,2021,11,上汽通用别克,58,814,英朗,16552,1,20230112
230,2021,11,长城汽车,230,776,哈弗H6,27053,1,20230112
120,2021,11,华晨宝马,120,168,宝马5系,12418,1,20230112
164,2021,11,北京奔驰,164,357,奔驰E级,12500,1,20230112
69,2021,11,一汽-大众奥迪,69,10,奥迪A6L,9494,1,20230112
388,2021,11,特斯拉中国,388,4281,Model Y,23419,1,20230112
74,2021,11,奇瑞,74,2494,瑞虎7,5642,1,20230112
7,2021,11,红旗,7,3442,红旗HS5,15153,1,20230112
206,2021,11,广汽乘用车,206,4227,影豹,9128,1,20230112
182,2021,11,上汽集团,182,3248,荣威i5,7828,2,20230112
101,2021,11,北京现代,101,25,伊兰特,9921,2,20230112
223,2021,11,长安汽车,223,4060,长安欧尚X5,11882,2,20230112
296,2021,11,领克,296,2863,领克03,6383,2,20230112
144,2021,11,长安福特,144,1695,福睿斯,4097,2,20230112
194,2021,11,东风风神,194,2935,风神E70,4974,2,20230112
354,2021,11,一汽-大众捷达,354,3386,捷达VS5,7788,2,20230112
157,2021,11,上汽通用凯迪拉克,157,3594,CT5,4569,2,20230112
340,2021,11,长城汽车,340,4122,欧拉好猫,6586,2,20230112
189,2021,11,长安马自达,189,1847,昂克赛拉,9215,2,20230112
153,2021,11,上海通用雪佛兰,153,3322,科鲁泽,7585,2,20230112
320,2021,11,小鹏汽车,320,3418,小鹏汽车P7,7481,2,20230112
318,2021,11,埃安,318,3297,AION S,8151,2,20230112
184,2021,11,上汽名爵,184,981,名爵5,6570,2,20230112
344,2021,11,理想汽车,344,3274,理想ONE,13438,2,20230112
24,2021,11,雷克萨斯,24,425,雷克萨斯ES,6812,2,20230112
1,2021,11,宝马（进口）,1,411,宝马X5（进口）,4414,2,20230112
54,2021,11,起亚,54,859,智跑,2353,2,20230112
61,2021,11,东风风行,61,4258,风行T5 EVO,3364,2,20230112
292,2021,11,蔚来汽车,292,3338,蔚来ES6,4657,2,20230112
244,2021,11,沃尔沃亚太,244,2079,沃尔沃XC60,4222,3,20230112
458,2021,11,江汽集团,458,4263,花仙子,6287,3,20230112
358,2021,11,奇瑞新能源,358,2645,小蚂蚁,9306,3,20230112
8,2021,11,奔驰（进口）,8,2180,奔驰GLE级,2608,3,20230112
338,2021,11,合众汽车,338,4130,哪吒V ,6745,3,20230112
327,2021,11,奇瑞汽车,327,4218,捷途X70 PLUS,4816,3,20230112
231,2021,11,北京汽车,231,3641,北京EU5,4499,3,20230112
475,2021,11,长城汽车,475,4119,坦克300,8737,3,20230112
207,2021,11,东风日产启辰,207,4452,启辰大V,2900,3,20230112
279,2021,11,东风小康,279,2453,风光580,2081,3,20230112
406,2021,11,上汽通用五菱,406,2641,宝骏510,1998,3,20230112
183,2021,11,上汽大众斯柯达,183,3072,柯米克,1813,3,20230112
385,2021,11,长安林肯,385,3591,冒险家,4076,3,20230112
68,2021,11,保时捷,68,917,Macan,2015,3,20230112
177,2021,11,一汽奔腾,177,429,奔腾B70,1618,3,20230112
2,2021,11,奥迪（进口）,2,553,奥迪A5,1053,3,20230112
335,2021,11,零跑汽车,335,3892,零跑T03,3980,3,20230112
226,2021,11,广汽三菱,226,2624,欧蓝德,4300,3,20230112
57,2021,11,东风雪铁龙,57,4395,凡尔赛C5 X,3574,3,20230112
300,2021,11,威马,300,2976,威马EX5,1777,3,20230112
308,2021,11,长安凯程,308,3524,睿行M60,1095,4,20230112
376,2021,11,雷丁,376,4324,雷丁芒果,3598,4,20230112
219,2021,11,上汽大通MAXUS,219,3317,上汽MAXUS G50,1789,4,20230112
357,2021,11,星途,357,4219,星途凌云,1230,4,20230112
65,2021,11,路虎（进口）,65,216,揽胜,1437,4,20230112
253,2021,11,江铃福特,253,4283,领裕,1401,4,20230112
373,2021,11,几何汽车,373,3362,几何A,1912,4,20230112
270,2021,11,奇瑞捷豹路虎,270,3909,发现运动版,1498,4,20230112
134,2021,11,东风标致,134,721,标致408,890,4,20230112
204,2021,11,福建奔驰,204,2597,奔驰V级,1356,4,20230112
211,2021,11,北京越野,211,905,北京BJ40,2072,4,20230112
22,2021,11,丰田（进口）,22,862,埃尔法,1578,4,20230112
302,2021,11,长城汽车,302,4289,摩卡,1543,4,20230112
35,2021,11,沃尔沃（进口）,35,238,沃尔沃XC90,1610,4,20230112
286,2021,11,华晨鑫源,286,1785,金杯小海狮X30,1902,4,20230112
461,2021,11,上汽集团,461,4104,飞凡ER6,1731,4,20230112
530,2021,11,瑞风汽车,530,1994,瑞风M3,1482,4,20230112
264,2021,11,凯翼,264,3899,炫界,1095,4,20230112
93,2021,11,MINI,93,403,MINI,1139,4,20230112
473,2021,11,极氪,473,4373,ZEEKR 001,1779,4,20230112
439,2021,11,吉麦新能源,439,4040,凌宝BOX,1333,5,20230112
202,2021,11,AMG,202,2158,AMG GLE,430,5,20230112
276,2021,11,广汽菲亚特克莱斯勒,276,2988,大指挥官,693,5,20230112
259,2021,11,北汽新能源,259,3411,北汽新能源EC5,1083,5,20230112
337,2021,11,金康赛力斯,337,3202,赛力斯SF5,1422,5,20230112
285,2021,11,奇瑞捷豹,285,2554,捷豹XFL,709,5,20230112
467,2021,11,御捷新能源,467,4351,朋克多多,975,5,20230112
200,2021,11,东风小康,200,804,小康K01,484,5,20230112
4,2021,11,大众（进口）,4,356,途锐,1024,5,20230112
143,2021,11,长安铃木,143,1983,启悦,1104,5,20230112
91,2021,11,Jeep,91,502,牧马人,559,5,20230112
450,2021,11,岚图汽车,450,4236,岚图FREE,1046,5,20230112
44,2021,11,斯巴鲁,44,229,森林人,604,5,20230112
399,2021,11,梅赛德斯-迈巴赫,399,2092,迈巴赫S级,899,5,20230112
347,2021,11,神龙汽车,347,3292,富康ES500,705,5,20230112
269,2021,11,东风英菲尼迪,269,2149,英菲尼迪QX50,557,5,20230112
381,2021,11,华人运通,381,3608,高合HiPhi X,763,5,20230112
311,2021,11,北汽新能源,311,4129,ARCFOX αS,371,5,20230112
59,2021,11,玛莎拉蒂,59,1182,Levante,360,5,20230112
398,2021,11,中国重汽VGV,398,3802,VGV U70,508,5,20230112
88,2021,11,一汽海马,88,3142,海马7X,541,6,20230112
295,2021,11,江铃集团新能源,295,3358,易至EV3,434,6,20230112
395,2021,11,东风本田,395,4183,东风本田M-NV,469,6,20230112
235,2021,11,宝马M,235,1769,宝马M4,167,6,20230112
290,2021,11,SWM斯威汽车,290,2605,SWM斯威X7,228,6,20230112
283,2021,11,广汽讴歌,283,3149,讴歌RDX,221,6,20230112
90,2021,11,江淮汽车,90,2806,江淮iEV6E,143,6,20230112
434,2021,11,睿蓝汽车,434,4154,枫叶80v,291,6,20230112
225,2021,11,腾势,225,3628,腾势X PHEV,376,6,20230112
53,2021,11,东南,53,3581,东南DX5,190,6,20230112
203,2021,11,野马汽车,203,3382,博骏,284,6,20230112
36,2021,11,林肯,36,257,林肯领航员,300,6,20230112
70,2021,11,捷豹,70,1798,捷豹F-PACE,289,6,20230112
64,2021,11,宾利,64,1393,飞驰,100,6,20230112
447,2021,11,创维汽车,447,4440,创维汽车ET5,291,6,20230112
329,2021,11,江淮大众,329,3129,思皓E20X,285,6,20230112
432,2021,11,大运汽车,432,4080,远志M1,179,6,20230112
325,2021,11,Polestar,325,3363,Polestar 2,203,6,20230112
210,2021,11,广汽本田,210,3240,广汽本田VE-1,193,6,20230112
348,2021,11,天际汽车,348,4346,天际ME5,126,6,20230112
110,2021,11,北汽制造,110,1252,BJ 212,83,7,20230112
214,2021,11,海马汽车,214,3091,海马8S,73,7,20230112
25,2021,11,福特（进口）,25,657,Mustang,137,7,20230112
274,2021,11,宝沃,274,2301,宝沃BX7,68,7,20230112
41,2021,11,劳斯莱斯,41,2447,库里南,61,7,20230112
384,2021,11,合创,384,4427,合创Z03,91,7,20230112
383,2021,11,捷尼赛思,383,2746,捷尼赛思G80,95,7,20230112
480,2021,11,华晨新日 ,480,4487,华晨新日i03,103,7,20230112
97,2021,11,英菲尼迪(进口),97,1787,QX60（进口）,98,7,20230112
262,2021,11,江西五十铃,262,2119,五十铃mu-X牧游侠,95,7,20230112
326,2021,11,爱驰,326,3101,爱驰U5,89,7,20230112
355,2021,11,广汽本田,355,4246,绎乐,84,7,20230112
42,2021,11,阿尔法-罗密欧,42,2654,Giulia,50,7,20230112
227,2021,11,观致,227,4039,观致7,82,7,20230112
331,2021,11,广汽丰田,331,3580,广汽丰田iA5,81,7,20230112
29,2021,11,阿斯顿·马丁,29,3559,DBX,52,7,20230112
186,2021,11,福田汽车,186,3537,风景G5,75,7,20230112
45,2021,11,现代（进口）,45,3560,帕里斯帝,72,7,20230112
465,2021,11,雷诺 江铃集团,465,4291,羿,71,7,20230112
474,2021,11,小虎汽车,474,4375,小虎FEV,71,7,20230112
234,2021,11,Audi Sport,234,1453,奥迪RS 5,28,8,20230112
367,2021,11,国机智骏,367,3467,国机智骏GC1,39,8,20230112
217,2021,11,DS汽车,217,3720,DS 9,26,8,20230112
303,2021,11,云度,303,2849,云度π1,39,8,20230112
289,2021,11,驭胜,289,865,驭胜S350,48,8,20230112
37,2021,11,法拉利,37,3730,SF90,20,8,20230112
193,2021,11,开瑞汽车,193,2669,开瑞K60,38,8,20230112
278,2021,11,东风汽车,278,3222,俊风E11K,24,8,20230112
307,2021,11,长安跨越,307,2871,长安V3,40,8,20230112
50,2021,11,北汽昌河,50,4125,北汽EC100,14,8,20230112
185,2021,11,一汽吉林,185,3912,森雅R8,24,8,20230112
229,2021,11,迈凯伦,229,3572,迈凯伦GT,22,8,20230112
66,2021,11,兰博基尼,66,1385,Urus,17,8,20230112
491,2021,11,领途汽车,491,4613,百智大熊,20,8,20230112
478,2021,11,恒润汽车,478,4462,恒润HRS1,16,8,20230112
455,2021,11,速达,455,4165,速达SA01,9,8,20230112
375,2021,11,赛麟,375,3539,迈迈,10,8,20230112
246,2021,11,福汽新龙马,246,2303,启腾EX80,7,8,20230112
87,2021,11,陆风汽车,87,3398,陆风荣曜,7,8,20230112
328,2021,11,新特汽车,328,3110,SITECH DEV 1,6,8,20230112
169,2021,11,众泰,169,3497,众泰TS5,4,9,20230112
280,2021,11,汉腾汽车,280,2693,汉腾X5,2,9,20230112
154,2021,11,路特斯,154,1158,路特斯Evora,4,9,20230112
390,2021,11,汉龙汽车,390,3664,旷世,4,9,20230112
277,2021,11,东风雷诺,277,3557,科雷缤,2,9,20230112
20,2021,11,三菱（进口）,20,509,帕杰罗（进口）,3,9,20230112
472,2021,11,东风汽车,472,4345,东风新能源EX1,3,9,20230112
63,2021,11,日产（进口）,63,277,途乐,2,9,20230112
201,2021,11,九龙汽车,201,2039,艾菲,2,9,20230112
9,2021,11,克莱斯勒（进口）,9,3082,大捷龙混动,2,9,20230112
342,2021,11,大乘汽车,342,3236,大乘G60s,1,9,20230112
228,2021,11,东风·郑州日产,228,1087,帅客EV,1,9,20230112
459,2021,11,摩登汽车,459,4211,Modern in,1,9,20230112
232,2021,11,特斯拉,232,1709,特斯拉Model S,1,9,20230112
437,2021,11,开沃汽车,437,4035,开沃D07,1,9,20230112
449,2021,11,比德文汽车,449,4100,比德文E3,1,9,20230112
79,2021,11,中华,79,930,中华H530,1,9,20230112
40,2021,12,上汽大众,40,549,朗逸,40811,1,20230112
198,2021,12,吉利汽车,198,2017,吉利帝豪,20247,1,20230112
30,2021,12,一汽-大众,30,410,速腾,29573,1,20230112
89,2021,12,比亚迪,89,4213,宋PLUS DM-i,16513,1,20230112
94,2021,12,东风日产,94,428,轩逸,52811,1,20230112
127,2021,12,上汽通用五菱,127,4030,宏光MINIEV,45950,1,20230112
55,2021,12,长安,55,3813,长安CS55 PLUS,21061,1,20230112
175,2021,12,广汽丰田,175,406,凯美瑞,28682,1,20230112
75,2021,12,广汽本田,75,86,雅阁,28296,1,20230112
76,2021,12,一汽丰田,76,492,卡罗拉,28144,1,20230112
135,2021,12,东风本田,135,395,思域,24038,1,20230112
230,2021,12,长城汽车,230,776,哈弗H6,37580,1,20230112
58,2021,12,上汽通用别克,58,814,英朗,23769,1,20230112
388,2021,12,特斯拉中国,388,4281,Model Y,40242,1,20230112
164,2021,12,北京奔驰,164,2326,奔驰GLC级,13722,1,20230112
69,2021,12,一汽-大众奥迪,69,10,奥迪A6L,11757,1,20230112
120,2021,12,华晨宝马,120,119,宝马3系,10444,1,20230112
206,2021,12,广汽乘用车,206,4227,影豹,10871,1,20230112
182,2021,12,上汽集团,182,3248,荣威i5,11802,1,20230112
74,2021,12,奇瑞,74,2494,瑞虎7,7435,1,20230112
101,2021,12,北京现代,101,25,伊兰特,12339,2,20230112
7,2021,12,红旗,7,3442,红旗HS5,12312,2,20230112
153,2021,12,上海通用雪佛兰,153,3322,科鲁泽,12609,2,20230112
340,2021,12,长城汽车,340,4122,欧拉好猫,9516,2,20230112
296,2021,12,领克,296,2863,领克03,7812,2,20230112
144,2021,12,长安福特,144,1695,福睿斯,4882,2,20230112
354,2021,12,一汽-大众捷达,354,3386,捷达VS5,9874,2,20230112
223,2021,12,长安汽车,223,4060,长安欧尚X5,11862,2,20230112
194,2021,12,东风风神,194,2935,风神E70,6225,2,20230112
157,2021,12,上汽通用凯迪拉克,157,3594,CT5,5117,2,20230112
184,2021,12,上汽名爵,184,981,名爵5,9420,2,20230112
24,2021,12,雷克萨斯,24,425,雷克萨斯ES,10719,2,20230112
318,2021,12,埃安,318,3297,AION S,8610,2,20230112
320,2021,12,小鹏汽车,320,3418,小鹏汽车P7,7517,2,20230112
189,2021,12,长安马自达,189,1847,昂克赛拉,9164,2,20230112
61,2021,12,东风风行,61,4258,风行T5 EVO,3807,2,20230112
344,2021,12,理想汽车,344,3274,理想ONE,14112,2,20230112
54,2021,12,起亚,54,859,智跑,3134,2,20230112
244,2021,12,沃尔沃亚太,244,2079,沃尔沃XC60,5474,2,20230112
327,2021,12,奇瑞汽车,327,4218,捷途X70 PLUS,6171,2,20230112
68,2021,12,保时捷,68,372,卡宴,3849,3,20230112
358,2021,12,奇瑞新能源,358,2645,小蚂蚁,8346,3,20230112
207,2021,12,东风日产启辰,207,4452,启辰大V,4413,3,20230112
338,2021,12,合众汽车,338,4130,哪吒V ,5858,3,20230112
1,2021,12,宝马（进口）,1,411,宝马X5（进口）,3972,3,20230112
292,2021,12,蔚来汽车,292,3338,蔚来ES6,4912,3,20230112
231,2021,12,北京汽车,231,3641,北京EU5,4217,3,20230112
475,2021,12,长城汽车,475,4119,坦克300,10267,3,20230112
8,2021,12,奔驰（进口）,8,2180,奔驰GLE级,3096,3,20230112
279,2021,12,东风小康,279,2453,风光580,2982,3,20230112
458,2021,12,江汽集团,458,4263,花仙子,5581,3,20230112
406,2021,12,上汽通用五菱,406,3715,宝骏RS-3,2840,3,20230112
183,2021,12,上汽大众斯柯达,183,3072,柯米克,2257,3,20230112
177,2021,12,一汽奔腾,177,3206,奔腾B30 EV,2907,3,20230112
335,2021,12,零跑汽车,335,3892,零跑T03,6068,3,20230112
385,2021,12,长安林肯,385,3591,冒险家,4598,3,20230112
226,2021,12,广汽三菱,226,2624,欧蓝德,5581,3,20230112
57,2021,12,东风雪铁龙,57,4395,凡尔赛C5 X,4172,3,20230112
373,2021,12,几何汽车,373,3362,几何A,2845,3,20230112
219,2021,12,上汽大通MAXUS,219,3317,上汽MAXUS G50,2300,3,20230112
2,2021,12,奥迪（进口）,2,237,奥迪A8,1020,4,20230112
300,2021,12,威马,300,2976,威马EX5,1760,4,20230112
308,2021,12,长安凯程,308,3217,欧尚A600 EV,1335,4,20230112
357,2021,12,星途,357,3532,星途追风,1580,4,20230112
22,2021,12,丰田（进口）,22,862,埃尔法,2845,4,20230112
253,2021,12,江铃福特,253,4283,领裕,1794,4,20230112
65,2021,12,路虎（进口）,65,216,揽胜,2054,4,20230112
270,2021,12,奇瑞捷豹路虎,270,3909,发现运动版,1866,4,20230112
473,2021,12,极氪,473,4373,ZEEKR 001,3611,4,20230112
134,2021,12,东风标致,134,721,标致408,1126,4,20230112
450,2021,12,岚图汽车,450,4236,岚图FREE,3138,4,20230112
376,2021,12,雷丁,376,4324,雷丁芒果,3106,4,20230112
204,2021,12,福建奔驰,204,2597,奔驰V级,1660,4,20230112
302,2021,12,长城汽车,302,4289,摩卡,1452,4,20230112
211,2021,12,北京越野,211,905,北京BJ40,2253,4,20230112
