年,月份,品牌id,厂商id,子品牌id,车系id,车系名称,级别,类型,销量,指导价,页码,dt
2021,11,396,530,1994,1994,瑞风M3,紧凑型,MPV,1482,6.58-9.48万元,13,20230112
2021,11,112,206,4472,4472,传祺GS4 PLUS,紧凑型,SUV,1478,12.68-14.98万元,13,20230112
2021,11,6,40,3482,3482,途昂X,中大型,SUV,1446,28.50-39.50万元,13,20230112
2021,11,94,65,216,216,揽胜,中大型,SUV,1437,142.80-332.80万元,13,20230112
2021,11,20,101,545,545,全新悦动,紧凑型,三厢,1424,8.49-11.59万元,13,20230112
2021,11,219,337,3202,3202,赛力斯SF5,中型,SUV,1422,23.68-26.68万元,13,20230112
2021,11,17,54,3134,3134,奕跑,小型,SUV,1410,6.98-8.38万元,13,20230112
2021,11,2,75,2519,2519,冠道,中型,SUV,1405,22.48-33.28万元,13,20230112
2021,11,10,253,4283,4283,领裕,中大型,SUV,1401,16.98-22.18万元,13,20230112
2021,11,1,69,4260,4260,奥迪Q5L Sportback,中型,SUV,1394,42.68-49.99万元,13,20230112
2021,11,221,340,3549,3549,欧拉白猫,微型,两厢,1380,8.68-10.38万元,13,20230112
2021,11,221,340,4556,4556,欧拉好猫GT,小型,两厢,1367,14.90-16.90万元,13,20230112
2021,11,6,40,3795,3795,威然,中大型,MPV,1360,28.98-40.28万元,13,20230112
2021,11,24,184,2683,2683,名爵ZS,小型,SUV,1360,8.58-9.98万元,14,20230112
2021,11,57,182,2960,2960,荣威Ei5,紧凑型,旅行车,1357,15.28-16.68万元,14,20230112
2021,11,3,204,2597,2597,奔驰V级,中大型,MPV,1356,47.88-64.68万元,14,20230112
2021,11,41,7,2735,2735,红旗HS7,中大型,SUV,1355,27.58-46.33万元,14,20230112
2021,11,3,8,2263,2263,奔驰GLS级,大型,SUV,1352,106.80-136.02万元,14,20230112
2021,11,6,40,4321,4321,ID.6 X,中大型,SUV,1347,25.33-33.89万元,14,20230112
2021,11,3,8,305,305,奔驰S级,大型,三厢,1345,94.68-184.53万元,14,20230112
2021,11,66,177,3145,3145,奔腾T77,紧凑型,SUV,1340,10.58-14.18万元,14,20230112
2021,11,17,54,643,643,福瑞迪,紧凑型,三厢,1335,8.08-10.48万元,14,20230112
2021,11,307,439,4040,4040,凌宝BOX,微型,两厢,1333,4.18-6.88万元,14,20230112
2021,11,136,230,1958,1958,哈弗H9,中大型,SUV,1332,21.48-27.98万元,14,20230112
2021,11,4,1,1556,1556,宝马4系,中型,三厢,1325,37.39-56.69万元,14,20230112
2021,11,3,204,828,828,奔驰威霆,中大型,MPV,1296,29.38-34.78万元,14,20230112
2021,11,57,182,4093,4093,荣威iMAX8,中大型,MPV,1294,18.88-25.38万元,14,20230112
2021,11,12,94,3067,3067,途达,中型,SUV,1275,16.98-24.83万元,14,20230112
2021,11,167,279,2952,2952,风光S560,紧凑型,SUV,1269,6.79-7.89万元,14,20230112
2021,11,65,127,3716,3716,五菱宏光PLUS,紧凑型,MPV,1259,5.88-7.98万元,14,20230112
2021,11,21,157,2166,2166,CT6,中大型,三厢,1254,39.97-48.97万元,14,20230112
2021,11,6,30,3635,3635,探影,小型,SUV,1250,11.59-16.09万元,14,20230112
2021,11,77,68,372,372,卡宴,中大型,SUV,1240,92.30-244.80万元,14,20230112
2021,11,235,357,4219,4219,星途凌云,中型,SUV,1230,14.79-18.29万元,15,20230112
2021,11,94,270,2083,2083,揽胜极光,中型,SUV,1218,38.98-47.58万元,15,20230112
2021,11,10,253,3328,3328,领界,紧凑型,SUV,1218,10.98-16.48万元,15,20230112
2021,11,17,54,903,903,K5凯酷,中型,三厢,1212,16.28-20.68万元,15,20230112
2021,11,209,327,3719,3719,捷途X70M,中型,SUV,1204,6.49-9.89万元,15,20230112
2021,11,201,318,3943,3943,AION V Plus,紧凑型,SUV,1198,18.76-26.98万元,15,20230112
2021,11,235,357,3532,3532,星途追风,紧凑型,SUV,1198,10.99-14.99万元,15,20230112
2021,11,77,68,615,615,Panamera,大型,掀背,1181,99.80-247.60万元,15,20230112
2021,11,32,198,3652,3652,吉利ICON,小型,SUV,1164,10.99-12.99万元,15,20230112
2021,11,276,406,1935,1935,宝骏730,紧凑型,MPV,1155,6.38-10.28万元,15,20230112
2021,11,8,58,4132,4132,微蓝6混动,紧凑型,两厢,1150,16.16-18.66万元,15,20230112
2021,11,217,335,3407,3407,零跑C11,中型,SUV,1146,18.58-23.98万元,15,20230112
2021,11,97,93,403,403,MINI,小型,两厢,1139,19.98-37.83万元,15,20230112
2021,11,3,8,3008,3008,奔驰GLE级混动,中大型,SUV,1103,81.45-85.14万元,15,20230112
2021,11,157,264,3899,3899,炫界,紧凑型,SUV,1095,5.39-12.98万元,15,20230112
2021,11,189,308,3524,3524,睿行M60,,微面,1095,5.59-6.62万元,15,20230112
2021,11,19,183,2959,2959,柯珞克,紧凑型,SUV,1090,14.99-15.89万元,15,20230112
2021,11,153,259,3411,3411,北汽新能源EC5,小型,SUV,1083,9.99-11.99万元,15,20230112
2021,11,4,1,1941,1941,宝马X7,大型,SUV,1066,100.00-172.90万元,15,20230112
2021,11,211,458,4034,4034,思皓X8,中型,SUV,1063,8.88-17.28万元,15,20230112
2021,11,33,194,4002,4002,奕炫GS,紧凑型,SUV,1058,7.49-9.69万元,16,20230112
2021,11,1,2,553,553,奥迪A5,中型,三厢,1053,37.98-55.98万元,16,20230112
2021,11,137,231,3489,3489,北京X3,小型,SUV,1047,5.99-8.79万元,16,20230112
2021,11,317,450,4236,4236,岚图FREE,中大型,SUV,1046,31.36-40.99万元,16,20230112
2021,11,19,183,1573,1573,昕锐,紧凑型,三厢,1038,9.99万元,16,20230112
2021,11,57,182,4152,4152,荣威i6 MAX,紧凑型,三厢,1035,10.98-12.58万元,16,20230112
2021,11,3,164,3775,3775,奔驰E级混动,中大型,三厢,1032,52.23万元,16,20230112
2021,11,93,385,3931,3931,飞行家,中大型,SUV,1031,51.38-76.38万元,16,20230112
2021,11,6,4,356,356,途锐,中大型,SUV,1024,53.38-78.28万元,16,20230112
2021,11,26,89,3578,3578,比亚迪e3,紧凑型,三厢,1004,15.48-15.58万元,16,20230112
2021,11,125,207,3197,3197,启辰T60,小型,SUV,982,8.68-11.28万元,16,20230112
2021,11,331,467,4351,4351,朋克多多,微型,两厢,975,4.18-4.98万元,16,20230112
2021,11,15,189,1926,1926,阿特兹,中型,三厢,955,17.58-23.98万元,16,20230112
2021,11,26,89,4127,4127,比亚迪D1,紧凑型,MPV,952,15.78-16.78万元,16,20230112
2021,11,211,458,4280,4280,思皓QX,紧凑型,SUV,941,10.19-19.69万元,16,20230112
2021,11,1,2,389,389,奥迪Q7,中大型,SUV,937,63.28-80.48万元,16,20230112
2021,11,90,24,3692,3692,雷克萨斯UX,紧凑型,SUV,918,25.90-38.70万元,16,20230112
2021,11,112,206,2514,2514,传祺GS8,中型,SUV,912,18.68-26.98万元,16,20230112
2021,11,34,61,3125,3125,风行T5,紧凑型,SUV,910,6.89-12.30万元,16,20230112
2021,11,3,399,2092,2092,迈巴赫S级,大型,三厢,899,146.80-524.10万元,16,20230112
2021,11,5,134,721,721,标致408,紧凑型,三厢,890,10.57-15.97万元,17,20230112
2021,11,15,189,2598,2598,马自达CX-4,紧凑型,SUV,876,14.88-21.58万元,17,20230112
2021,11,6,40,3283,3283,帕萨特混动,中型,三厢,871,23.32-24.22万元,17,20230112
2021,11,3,164,3504,3504,奔驰EQC,中型,SUV,864,49.19-57.19万元,17,20230112
2021,11,3,8,1414,1414,奔驰CLA级,紧凑型,三厢,861,29.98-38.98万元,17,20230112
2021,11,6,30,4041,4041,探岳X,中型,SUV,860,23.29-29.58万元,17,20230112
2021,11,4,1,416,416,宝马5系（进口）,中大型,三厢,858,42.99-60.99万元,17,20230112
2021,11,32,198,3083,3083,吉利博瑞,中型,三厢,854,13.18-14.38万元,17,20230112
2021,11,57,182,2682,2682,荣威eRX5混动,紧凑型,SUV,853,15.28-17.09万元,17,20230112
2021,11,9,22,2160,2160,SIENNA,中大型,MPV,841,45.00-52.00万元,17,20230112
2021,11,189,308,1282,1282,欧诺S,,微面,825,4.69-5.44万元,17,20230112
2021,11,1,2,237,237,奥迪A8,大型,三厢,823,82.98-197.18万元,17,20230112
2021,11,57,182,3472,3472,荣威RX5 MAX,紧凑型,SUV,820,12.98-16.58万元,17,20230112
2021,11,1,69,4277,4277,奥迪Q3 Sportback,紧凑型,SUV,816,28.93-36.18万元,17,20230112
2021,11,112,206,2787,2787,传祺GS3,小型,SUV,798,8.48-10.28万元,17,20230112
2021,11,247,373,3945,3945,几何C,紧凑型,SUV,788,12.98-20.78万元,17,20230112
2021,11,125,207,3824,3824,启辰星,紧凑型,SUV,788,12.66-14.96万元,17,20230112
2021,11,167,279,2155,2155,风光330,,微面,785,4.19-6.88万元,17,20230112
2021,11,12,94,1162,1162,楼兰,中型,SUV,781,23.88-28.38万元,17,20230112
2021,11,255,381,3608,3608,高合HiPhi X,中大型,SUV,763,57.00-80.00万元,17,20230112
2021,11,34,61,4231,4231,菱智PLUS,中大型,MPV,762,9.99-14.69万元,18,20230112
2021,11,180,300,3928,3928,威马W6,中型,SUV,757,19.58-25.98万元,18,20230112
2021,11,20,101,1936,1936,现代ix25,小型,SUV,741,10.58-13.68万元,18,20230112
2021,11,9,175,2720,2720,致享,小型,三厢,729,8.78-9.38万元,18,20230112
2021,11,6,40,4172,4172,途观X,中型,SUV,725,24.08-27.08万元,18,20230112
2021,11,57,182,2921,2921,荣威RX3,小型,SUV,721,7.58-9.68万元,18,20230112
2021,11,5,134,838,838,标致508,中型,三厢,719,15.97-22.47万元,18,20230112
2021,11,187,296,3075,3075,领克02,紧凑型,SUV,718,11.98-16.58万元,18,20230112
2021,11,21,157,4033,4033,凯迪拉克CT4,中型,三厢,713,23.57-25.97万元,18,20230112
2021,11,85,285,2554,2554,捷豹XFL,中大型,三厢,709,39.98-49.98万元,18,20230112
2021,11,32,198,4497,4497,星越S,紧凑型,SUV,708,13.57-17.17万元,18,20230112
2021,11,226,347,3292,3292,富康ES500,紧凑型,三厢,705,14.18万元,18,20230112
2021,11,20,101,3254,3254,菲斯塔,紧凑型,三厢,704,13.88-15.48万元,18,20230112
2021,11,211,458,4204,4204,思皓A5,紧凑型,掀背,699,7.88-14.58万元,18,20230112
2021,11,20,101,18,18,索纳塔,中型,三厢,697,16.18-20.58万元,18,20230112
2021,11,86,276,2988,2988,大指挥官,中型,SUV,693,23.98-32.98万元,18,20230112
2021,11,41,7,1463,1463,红旗H7,中大型,三厢,685,25.28-28.88万元,18,20230112
2021,11,6,40,2468,2468,辉昂,中大型,三厢,682,34.30-44.90万元,18,20230112
2021,11,4,1,2691,2691,宝马6系GT,中大型,掀背,681,58.89-68.89万元,18,20230112
2021,11,189,308,3217,3217,欧尚A600 EV,紧凑型,MPV,669,14.98万元,18,20230112
2021,11,94,65,213,213,卫士,中大型,SUV,668,71.80-169.80万元,19,20230112
2021,11,86,276,2706,2706,指南者,紧凑型,SUV,668,13.98-20.98万元,19,20230112
2021,11,66,177,3897,3897,奔腾T55,紧凑型,SUV,666,8.59-10.49万元,19,20230112
2021,11,276,406,3991,3991,宝骏RC-5,紧凑型,三厢,663,5.98-10.98万元,19,20230112
2021,11,77,68,3057,3057,卡宴混动,中大型,SUV,662,86.80-102.80万元,19,20230112
2021,11,1,2,840,840,奥迪A7,中大型,三厢,660,58.58-78.48万元,19,20230112
2021,11,187,296,3893,3893,领克06 PHEV,紧凑型,SUV,658,15.78-17.28万元,19,20230112
2021,11,85,285,2953,2953,捷豹XEL,中型,三厢,658,29.98-32.68万元,19,20230112
2021,11,1,2,1370,1370,奥迪A6（进口）,中大型,旅行车,658,46.08-63.78万元,19,20230112
2021,11,66,177,3531,3531,奔腾T33,小型,SUV,650,8.59-10.59万元,19,20230112
2021,11,3,8,2178,2178,奔驰GLC级轿跑（进口）,中型,轿跑,640,47.18-56.67万元,19,20230112
2021,11,192,302,4320,4320,玛奇朵DHT,紧凑型,SUV,640,15.58-16.98万元,19,20230112
2021,11,13,244,2974,2974,沃尔沃XC60混动,中型,SUV,639,52.79-60.39万元,19,20230112
2021,11,4,1,1811,1811,宝马2系,紧凑型,三厢,637,26.98-41.98万元,19,20230112
2021,11,57,182,4540,4540,荣威i6 MAX EV,紧凑型,三厢,622,15.28-18.18万元,19,20230112
2021,11,32,198,2817,2817,吉利嘉际,紧凑型,MPV,621,11.98-14.28万元,19,20230112
2021,11,5,134,1417,1417,标致4008,紧凑型,SUV,620,16.77-23.37万元,19,20230112
2021,11,103,44,229,229,森林人,紧凑型,SUV,604,22.38-26.58万元,19,20230112
2021,11,6,30,3787,3787,探岳GTE,中型,SUV,603,24.29-25.29万元,19,20230112
2021,11,23,57,2818,2818,天逸 C5 AIRCROSS,紧凑型,SUV,597,15.27-16.97万元,19,20230112
2021,11,4,1,558,558,宝马X6,中大型,SUV,595,78.69-96.69万元,20,20230112
2021,11,32,198,2615,2615,吉利帝豪GL,紧凑型,三厢,585,7.78-10.88万元,20,20230112
2021,11,34,61,2382,2382,风行SX6,紧凑型,SUV,569,5.99-7.69万元,20,20230112
2021,11,124,219,3395,3395,上汽MAXUS G20,中大型,MPV,565,16.58-28.98万元,20,20230112
2021,11,22,153,3814,3814,开拓者,中大型,SUV,563,22.99-33.39万元,20,20230112
2021,11,57,182,4186,4186,荣威ei6 MAX,紧凑型,三厢,560,13.68-18.88万元,20,20230112
2021,11,2,75,3871,3871,皓影混动,紧凑型,SUV,560,27.38-29.98万元,20,20230112
2021,11,86,91,502,502,牧马人,中型,SUV,559,44.99-55.99万元,20,20230112
2021,11,6,40,162,162,途安L,紧凑型,MPV,558,15.28-19.58万元,20,20230112
2021,11,106,269,2149,2149,英菲尼迪QX50,中型,SUV,557,33.38-46.98万元,20,20230112
2021,11,8,58,3103,3103,微蓝6纯电,紧凑型,两厢,553,17.79-19.69万元,20,20230112
2021,11,77,68,2630,2630,保时捷718,,跑车,542,56.50-157.80万元,20,20230112
2021,11,39,88,3142,3142,海马7X,紧凑型,MPV,541,12.58-14.98万元,20,20230112
2021,11,211,458,4159,4159,思皓E50A,紧凑型,掀背,532,15.29-18.98万元,20,20230112
2021,11,6,30,3631,3631,迈腾GTE,中型,三厢,526,23.79-25.29万元,20,20230112
2021,11,19,183,1767,1767,速派,中型,掀背,509,16.99-19.49万元,20,20230112
2021,11,269,398,3802,3802,VGV U70,中型,SUV,508,7.79-11.89万元,20,20230112
2021,11,124,219,1851,1851,上汽MAXUS G10,中大型,MPV,507,11.78-19.08万元,20,20230112
2021,11,276,406,2379,2379,宝骏530,紧凑型,SUV,503,7.08-9.38万元,20,20230112
2021,11,276,406,2502,2502,宝骏E100,微型,两厢,503,4.98-5.48万元,20,20230112
2021,11,3,8,301,301,奔驰E级（进口）,中大型,三厢,495,44.80-66.40万元,21,20230112
2021,11,13,244,3180,3180,沃尔沃S90混动,中大型,三厢,490,49.99-61.39万元,21,20230112
2021,11,136,230,3272,3272,哈弗F7,紧凑型,SUV,486,11.18-15.18万元,21,20230112
2021,11,110,200,804,804,小康K01,,微卡,484,2.99-3.39万元,21,20230112
2021,11,34,61,2970,2970,菱智M5EV,中型,MPV,480,14.99-17.39万元,21,20230112
2021,11,6,40,3273,3273,途观L混动,中型,SUV,479,26.11-27.21万元,21,20230112
2021,11,137,231,3412,3412,北京EU7,中型,三厢,470,15.99-17.59万元,21,20230112
2021,11,9,175,4446,4446,威兰达混动,紧凑型,SUV,470,25.88-29.98万元,21,20230112
2021,11,28,55,3226,3226,长安CS85 COUPE,中型,SUV,470,11.99-16.49万元,21,20230112
2021,11,267,395,4183,4183,东风本田M-NV,小型,SUV,469,14.98-15.98万元,21,20230112
2021,11,94,65,741,741,揽胜运动版,中大型,SUV,468,90.80-189.80万元,21,20230112
2021,11,110,200,2883,2883,小康EC36,,微面,468,12.98万元,21,20230112
2021,11,20,101,1596,1596,胜达,中型,SUV,468,20.28-27.28万元,21,20230112
2021,11,17,54,2821,2821,焕驰,小型,三厢,468,6.69-7.09万元,21,20230112
2021,11,1,2,2267,2267,奥迪Q8,中大型,SUV,467,78.28-114.68万元,21,20230112
2021,11,23,57,2557,2557,雪铁龙C6,中型,三厢,460,21.68-27.59万元,21,20230112
2021,11,19,183,2389,2389,柯迪亚克,中型,SUV,459,18.69-24.39万元,21,20230112
2021,11,188,295,3358,3358,易至EV3,微型,两厢,434,7.98-8.48万元,21,20230112
2021,11,3,202,2158,2158,AMG GLE,中大型,SUV,430,99.43-146.88万元,21,20230112
2021,11,20,101,2559,2559,悦纳,小型,三厢,427,7.28-9.68万元,21,20230112
2021,11,235,357,3533,3533,揽月,中大型,SUV,422,17.99-23.39万元,22,20230112
2021,11,137,231,4431,4431,北京U5 PLUS,紧凑型,三厢,415,6.99-10.09万元,22,20230112
2021,11,97,93,568,568,MINI CLUBMAN,小型,两厢,408,25.48-41.73万元,22,20230112
2021,11,137,231,3462,3462,北京EX3,小型,SUV,403,11.99-16.39万元,22,20230112
2021,11,41,7,3691,3691,红旗E-HS9,大型,SUV,402,50.98-77.98万元,22,20230112
2021,11,189,308,4133,4133,长安之星5,,微面,399,3.89-4.09万元,22,20230112
2021,11,9,76,3634,3634,RAV4荣放双擎E+,紧凑型,SUV,393,24.88-29.68万元,22,20230112
2021,11,187,296,4357,4357,领克02 Hatchback,紧凑型,两厢,386,15.08-18.18万元,22,20230112
2021,11,13,244,3402,3402,沃尔沃XC40,紧凑型,SUV,385,26.98-35.48万元,22,20230112
2021,11,132,223,4176,4176,长安欧尚科赛Pro,中型,SUV,383,8.59-15.29万元,22,20230112
2021,11,396,530,2574,2574,瑞风M4,中大型,MPV,382,10.58-15.98万元,22,20230112
2021,11,9,76,3022,3022,卡罗拉混动,紧凑型,三厢,378,20.78-23.08万元,22,20230112
2021,11,131,225,3628,3628,腾势X PHEV,中型,SUV,376,28.98-31.98万元,22,20230112
2021,11,194,311,4129,4129,ARCFOX αS,中大型,SUV,371,22.38-42.99万元,22,20230112
2021,11,326,461,4196,4196,飞凡MARVEL R,中型,SUV,371,22.98-26.98万元,22,20230112
2021,11,28,55,3060,3060,逸动DT,紧凑型,三厢,370,5.79-7.39万元,22,20230112
2021,11,1,2,239,239,奥迪A4（进口）,中型,旅行车,363,35.98-44.68万元,22,20230112
2021,11,8,58,2794,2794,别克GL6,紧凑型,MPV,360,14.99-16.99万元,22,20230112
2021,11,95,59,1182,1182,Levante,中大型,SUV,360,86.68-191.58万元,22,20230112
2021,11,19,183,3783,3783,柯米克GT,小型,SUV,360,11.89-11.99万元,22,20230112
2021,11,209,327,3133,3133,捷途X90,中型,SUV,358,8.99-17.29万元,23,20230112
2021,11,18,226,1462,1462,劲炫ASX,紧凑型,SUV,356,9.98-13.98万元,23,20230112
2021,11,94,65,2782,2782,揽胜星脉,中型,SUV,350,56.80-73.80万元,23,20230112
2021,11,235,357,3141,3141,星途TX,中型,SUV,350,12.99-14.99万元,23,20230112
2021,11,20,101,1667,1667,名图,中型,三厢,343,13.38-16.88万元,23,20230112
2021,11,9,175,4242,4242,凌尚,紧凑型,三厢,339,13.98-15.88万元,23,20230112
2021,11,3,8,324,324,奔驰G级,中大型,SUV,339,189.20万元,23,20230112
2021,11,28,55,2332,2332,长安CS15,小型,SUV,338,6.19-7.69万元,23,20230112
2021,11,90,24,3443,3443,雷克萨斯LM,中大型,MPV,334,116.60-146.60万元,23,20230112
2021,11,77,68,256,256,911,,跑车,332,129.80-250.00万元,23,20230112
2021,11,307,439,4394,4394,凌宝COCO,微型,两厢,328,3.58-3.98万元,23,20230112
2021,11,66,177,3374,3374,奔腾T99,中大型,SUV,327,13.49-18.69万元,23,20230112
2021,11,22,153,3194,3194,沃兰多,紧凑型,两厢,323,13.69-15.99万元,23,20230112
2021,11,34,61,3427,3427,风行T1EV,小型,SUV,319,7.58万元,23,20230112
2021,11,1,69,3460,3460,奥迪Q2L e-tron,小型,SUV,316,24.38万元,23,20230112
2021,11,90,24,264,264,雷克萨斯LS,大型,三厢,304,87.80-118.00万元,23,20230112
2021,11,194,311,4046,4046,ARCFOX极狐αT,中型,SUV,303,21.88-33.13万元,23,20230112
2021,11,24,184,4513,4513,MG ONE,紧凑型,SUV,302,9.98-12.98万元,23,20230112
2021,11,93,36,257,257,林肯领航员,大型,SUV,300,109.80-142.80万元,23,20230112
2021,11,4,1,1613,1613,宝马X4,中型,SUV,296,46.19-65.99万元,23,20230112
2021,11,157,264,4393,4393,轩度,紧凑型,三厢,292,6.78-9.39万元,24,20230112
2021,11,303,434,4154,4154,枫叶80v,紧凑型,MPV,291,8.98-15.98万元,24,20230112
2021,11,6,30,3490,3490,宝来·纯电,紧凑型,三厢,291,14.08-15.08万元,24,20230112
2021,11,85,70,1798,1798,捷豹F-PACE,中型,SUV,289,46.80-66.80万元,24,20230112
2021,11,28,55,604,604,悦翔,小型,三厢,286,5.19-6.79万元,24,20230112
2021,11,211,329,3129,3129,思皓E20X,小型,SUV,285,12.80-13.80万元,24,20230112
2021,11,109,203,3382,3382,博骏,小型,SUV,284,4.99-12.99万元,24,20230112
2021,11,157,264,2374,2374,凯翼X3,小型,SUV,282,6.39-7.59万元,24,20230112
2021,11,19,183,1848,1848,昕动,紧凑型,两厢,282,7.79-10.99万元,24,20230112
2021,11,13,35,3035,3035,沃尔沃XC90混动,中大型,SUV,280,89.49万元,24,20230112
2021,11,86,91,836,836,大切诺基,中大型,SUV,280,52.99-71.49万元,24,20230112
2021,11,32,198,3514,3514,缤越PHEV,小型,SUV,279,11.98-13.58万元,24,20230112
2021,11,3,8,300,300,奔驰C级（进口）,中型,旅行车,279,35.08-39.28万元,24,20230112
2021,11,187,296,4288,4288,领克05 PHEV,紧凑型,SUV,279,23.17万元,24,20230112
2021,11,276,406,4342,4342,宝骏Valli,紧凑型,旅行车,278,7.98-10.58万元,24,20230112
2021,11,276,406,3565,3565,宝骏RM-5,紧凑型,MPV,278,7.88-12.08万元,24,20230112
2021,11,19,183,3276,3276,柯迪亚克GT,中型,SUV,272,20.89-24.39万元,24,20230112
2021,11,77,68,2408,2408,Taycan,中大型,三厢,271,89.80-183.80万元,24,20230112
2021,11,13,35,2470,2470,沃尔沃V90,中大型,旅行车,267,39.18-55.69万元,24,20230112
2021,11,110,200,2151,2151,小康C31,,微卡,266,3.89-4.89万元,24,20230112
2021,11,106,269,2081,2081,英菲尼迪Q50L,中型,三厢,266,26.48-38.98万元,25,20230112
2021,11,124,219,4076,4076,上汽MAXUS EUNIQ 5混动,紧凑型,MPV,265,16.58-19.58万元,25,20230112
2021,11,22,153,2611,2611,科沃兹,紧凑型,三厢,261,8.39-9.99万元,25,20230112
2021,11,86,91,3913,3913,牧马人4xe,中型,SUV,259,54.49-62.49万元,25,20230112
2021,11,90,24,2661,2661,雷克萨斯UX纯电,紧凑型,SUV,258,36.20-38.50万元,25,20230112
2021,11,103,44,227,227,傲虎,中型,SUV,256,31.28-33.08万元,25,20230112
2021,11,18,226,3179,3179,奕歌,紧凑型,SUV,256,12.98-18.58万元,25,20230112
2021,11,116,211,1986,1986,北京BJ80,中大型,SUV,256,29.49-39.80万元,25,20230112
2021,11,211,458,4531,4531,思皓曜,紧凑型,三厢,251,9.88-19.68万元,25,20230112
2021,11,65,127,4032,4032,五菱荣光EV,,微面,251,13.58-13.91万元,25,20230112
2021,11,331,467,4294,4294,朋克美美,微型,两厢,249,3.48-4.88万元,25,20230112
2021,11,97,93,628,628,MINI COUNTRYMAN,紧凑型,SUV,249,24.98-43.23万元,25,20230112
2021,11,3,202,3556,3556,AMG GLB (进口）,紧凑型,SUV,248,44.51-44.98万元,25,20230112
2021,11,12,94,78,78,LANNIA蓝鸟,紧凑型,三厢,244,12.59-13.39万元,25,20230112
2021,11,189,308,3280,3280,长行,紧凑型,MPV,242,5.99-6.49万元,25,20230112
2021,11,189,308,2210,2210,长安欧尚A600,紧凑型,MPV,242,5.29万元,25,20230112
2021,11,5,134,1571,1571,标致2008,小型,SUV,232,9.97万元,25,20230112
2021,11,10,253,2189,2189,撼路者,中型,SUV,231,27.58-37.48万元,25,20230112
2021,11,57,182,2680,2680,荣威i6,紧凑型,三厢,229,8.98-11.28万元,25,20230112
2021,11,173,290,2605,2605,SWM斯威X7,中型,SUV,228,6.39-10.59万元,25,20230112
2021,11,5,134,2795,2795,标致5008,中型,SUV,226,17.87-26.37万元,26,20230112
2021,11,3,8,605,605,奔驰B级,紧凑型,两厢,225,26.58-28.38万元,26,20230112
2021,11,136,230,3428,3428,哈弗F7x,紧凑型,SUV,221,11.99-15.49万元,26,20230112
2021,11,8,58,1380,1380,昂科拉,小型,SUV,220,12.59-15.59万元,26,20230112
2021,11,9,76,3430,3430,奕泽IZOA E进擎,小型,SUV,217,22.58-25.38万元,26,20230112
2021,11,112,206,2728,2728,传祺GA4,紧凑型,三厢,216,7.58-14.08万元,26,20230112
